영농작물,재배제목,재배내용
왜성대추나무야자,공기정화식물,"●특성  -야자과(Palmae) | 학명 Phoenix roebelenii | 영명 Dwarf date palm | 원산지 라오스, 인도, 미얀마  다른 야자와 비교했을때 생육속도가 매우 느리며, 1.5~2.0m 정도까지 자란다. 비교적 왜성이며 줄기의 정상에 여러 개의 잎이 생육한다. 잎의 기부 쪽에는 긴 가시가 있으며, 자라서 늘어지면 거의 수평이 된다. 이 식물은 환경만 적당하면 수십 년도 산다. 초세가 아름다워 많이 애용되며 실내식물 중에서는 강한 광선에 두어야 하는 식물 중 하나다. ●실내 디자인  왜성이면서도 이국적인 형태이기 때문에 적절한 장소에 두고 빛을 조사하면 환상적이다. 햇볕이 잘 드는 홀에 두면 인상적이다. ●기능성  다른 야자류와 기능이 비슷하며, 특히 휘발성 유기물질 중 자일렌(xylene)을 제거하는데 효과적이다. ●궁금해요  질문 _ 잎끝이 점점 메말라요.대답 _ 잎끝이 메말라 가는 것은 병충해 때문이 아니라, 물관리에 문제가 있기 때문이다. 즉 관수를 지속적으로 자주 해주다가 갑자기 물을 주지 않게 되면 이런 현상이 발생한다. 또한 지나치게 관수하여 뿌리의 활력이 저하됨에 따라 이러한 현상이 발생할 수도 있다. 따라서 관수를 적절한 양으로 규칙적으로 하는 것이 중요하다. 마른 잎끝은 가위로 잘라내는 것이 좋다 질문 _ 뿌리가 화분 밖으로 나왔는데 어떻게 해야 하나요?대답 _ 왜성대추나무야자의 뿌리는 매우 강하고 빨리 자란다. 따라서 뿌리가 밖으로 보이면 좀더 큰 분으로 분갈이해주는 것이 좋다. [출처]실내식물이 사람을 살린다/중앙생활사"
온시디움,공기정화식물,"●Oncidium 난초과아메리카의 열대 지방에서 자라는 착생란이다. 꽃이 나비와 비슷하다고 하여 ‘나비난초’ 라고도 하며 가느다랗고 긴 꽃대에 수많은 꽃이 달리는데 노란색이 가장 일반적인 종류다. 꽃잎이 매우 화려하며 바람이 불면 마치 무희들이 춤추는 것 같은 모습을 연상시키는 매력적인 서양란이다. ●바람직한 환경온시디움은 강한 빛을 좋아하고 건조에도 강한 식물이다. 다른 양란에 비해 저온에도 강하여 10℃ 이상으로만 유지해 주면 된다. 빛이 부족하면 잎도 약해지고 꽃도 잘 피지 않는다. 고온에서도 습도와 통풍이 좋으면 견딜 수 있다.-중간크기난석: 바크:수태 = 1:2:1 ●물, 비료주기봄에는 물을 보통 2~3일에 한 번 정도 흠뻑 주는데, 화분 흙의 마른 상태를 보고 시기를 정한다. 여름엔 해가 진 저녁에 흠뻑 주는데, 특히 온시디움의 개화기가 대체로 여름이므로 꽃잎에 물이 고인 상태에서 햇빛을 쏘이는 것은 좋지 않으므로 반드시 저녁에 주도록 한다. 물을 줄 때도 가급적 꽃에는 닿지 않도록 한다. 온시디움의 개화기는 보통 1~2개월 정도로 꽃을 너무 오래 보면 그루의 세력의 약해지므로 어느 정도 감상하다가 완전히 시들기 전에 잘라주는 것이 좋다. 가을부터는 다소 건조하게 가꾸는 것이 좋다. 월1~2회 묽은 액비를 준다.- 꽃이 지면 휴면기에 들어간 후 다시 꽃이 핀다. 휴면기에는 10~15℃정도의 빛이 드는 곳에 두고 새로운 꽃봉오리가 생길 때까지 물을 적게 준다. ●번식시키기봄에 포기 나누기로 번식시키는데, 나눌 때는 어미그루가 3개 이상 되게 새싹을 붙여서 갈라주어야 포기의 세력이 약해지는 것을 막을 수 있다.-빛과 위치 : 빛이 잘드는 곳에 두어 관리한다.-물주기 : 물을 줄때 흠뻑 주고 화분의 절반 가량이 말랐을 때 다시 준다.-최적온도 : 최적온도는 20~30℃ 이고, 최저온도는 10℃ 이상으로 관리한다.-비료주기 :월 1~2회 액체비료를 주어서 관리한다.-계절별 돌보기 : 봄에는 보통 2~3일에 한 번 물을 주고, 여름에는 해가 진 저녁에 준다. 월 1~2회 묽은 액비를 준다.[출처]공기정화식물키우기/웰빙플러스"
아프리칸 바이올렛,공기정화식물,"●African Violet 제스네리아과아프리칸 바이올렛은 아프리카 동부가 원산지이지만 미국에서 많은 새로운 품종이 개량되어 지금은 1만여 종에 이른다. 사람이 사는 생활환경에서 잘 살고, 번식이 쉬울뿐더러 화분에 기르기에 적절한 크기이며 다채로운 색상의 꽃이 계절에 관계없이 1년 내내 피는 특징 때문에 ‘실내 화초의 여왕’ 이라 불리운다. ●바람직한 환경낮에는 20~25℃, 밤에는 16~20℃의 온도를 유지하고 습도는 65~75%가 적당하다. 아무리 더워도 30℃를 넘지 않게 한다. 10℃ 이하가 되지 않게 신경을 써야 꽃이 핀다. 건조하다고 해서 바이올렛이 죽는 것은 아니지만 발육이 늦고 잎 모양이 뒤틀리거나 우글쭈글해 진다. 틈틈이 잎에 분무기로 물을 뿌려 주는 것이 건조를 막는 방법이다. 단, 꽃에 물이 닿지 않게 조심한다. 강한 직사광선에는 아주 약해서 한여름에는 몇 시간만 노출되어도 싱싱하던 잎이 누렇게 변하고 가장자리가 타버리기까지 한다. 그러므로 양지보다는 음지 가까운 곳에 두어 약한 햇빛을 장시간(하루에 14~16시간) 쬐여주는 것이 좋다. 여름에는 직사광선을 피해 2중 커튼을 쳐 주고, 겨울에는 부족한 햇빛을 형광등 같은 인공광선으로 보충한다. 시원한 바람이 통하게 해서 항상 새로운 공기를 접할 수 있게 하는 것도 중요하다. 아프리칸 바이올렛의 뿌리는 다른 화초에 비해 부드럽고 연하므로 보다 가벼운 흙을 쓰는 것이 좋다. 밭흙:모래:부엽토 = 1:1:2 ●병충해진한 녹색의 잎에 누런색의 불규칙한 반점이 생기는 것은 온도가 5℃ 이하일 때나 강한 직사광선에 닿았을 때이다. 또 화분에 물기가 너무 많거나 실내에 공기가 잘 통하지 않을 때, 위에서 물을 주어 생장점에 물이 고이면 잎줄기가 썩어서 축 늘어지기 쉽다. 생장점 근처의 물기를 잘 닦아주고 뿌리가 다치지 않을 정도로 흙 표면을 파서 공기가 잘 통하게 해 주며, 다른 화분에 전염되지 않게 따로 떼어 놓는다. 또 잎에 깍지벌레가 달라붙었을 때는 알콜과 물을 반씩 섞은 것을 탈지면에 적셔서 문질러 준다. 특히 겨울에 공기가 건조하면 생장점 부근의 잎이 말리는 응애의 피해는 켈센 같은 응애 약을 뿌린다. 특히 겨울에는 2~3회 뿌리는 것이 좋다. ●물주기아프리칸 바이올렛은 질척한 흙보다는 보송보송한 흙에서 잘 자라고 꽃도 잘 핀다. 그렇지만 물기가 전혀 없는데도 물을 안주고 2~3일 방치하면 탈수 현상이 일어나 잎과 줄기가 힘을 잃고 축 늘어진다. 물준지 2주가 지났는데도 표면에 물기가 있으면 물주기를 늦춘다. 물을 줄 때는 잎에 물이 닿지 않게 주의하면서 화분 밑의 구멍에서 물이 흘러나오도록 흠뻑 준다. 물을 담은 용기에 화분을 1/3 정도 담가 화분 밑으로 물을 빨아들이는 방법이 좋다.-화려한 색상의 싱싱한 꽃을 1년 내내 보려면 흙이 항상 보송보송한 상태를 유지하도록 물주기에 신경을 쓴다.-빛과 위치 : 직사광선은 피하고 음지에 두어 약한 햇볕을 쬐어준다.-물주기 : 잎에 물이 닿지 않도록 화분을 물에 담가 물을 빨아 들이게 한다.-최적온도 : 최적온도는 20~25℃. 겨울에도 최저 10℃ 이하로 내려가서는 안된다-비료주기 : 월 2회 정도 액비를 준다.-계절별 돌보기 : 1년 내내 물과 비료를 주지만 물을 준 지가 2주일이 지나도 표면에 물기가 있으면 물기를 늦춘다.[출처]공기정화식물키우기/웰빙플러스http://www.ju-bu.com"
아잘레아,공기정화식물,"●Azalea 진달래과흔히 서양철쭉류를 ‘아잘레아’라고 부르는데, 봄을 느낄 수 있는 식물로 꽃이 화려하게 무리를 이루며 핀다. 무수히 많은 품종들이 있으며식물의 크기, 꽃의 색상과 형태가 다양하다. 상록성의 키작은 나무이다. ●공기정화효과포름알데히드와 같은 휘발성 화학물질을 제거하고 암모니아를 제거하는 능력이 우수한 공기정화식물이다. 구입할 때는 꽃이 만개한 것보다 봉오리가 아직 남아있는 것을 고르는 게 좋다. ●바람직한 환경반그늘에서 잘 자라고 직사광은 피한다. 꽃을 오래 즐기기 위해서는 빛이 충분한 곳이 좋다. 15~20℃ 정도의 따뜻한 시기에서부터 5~10℃의 서늘한 시기까지 기를 수 있는데, 가을에는 서늘한 곳을 좋아한다. 너무 따뜻하고 건조한 장소에서는 응애가 생길 수 있다. 산성토양에서 잘 자라고 배수가 잘 되어야 한다. -밭흙:모래:부엽토 = 1:2:1 ●물주기꽃이 피는 시기에는 흙이 마른 듯하면 바로 물을 흠뻑 주고 여름 더울 때는 건조에 매우 약하므로 매일 물을 준다. 휴면에 들어가는 10월부터는 물을 줄이고 흙이 완전히 마른 다음에 준다.-여름에 더울때는 건조하지 않게 매일 물을 준다. 10월부터는 물주기를 줄인다. ●비료주기꽃이 피어 있을 때는 액비를 1,500~1,000배 정도로 희석해 월 1~2회 주고, 가지치기 후 새순이 돋기 시작하면 월 2~3회 준다. 완효성 고체비료인 경우는 월 1회 정도 준다. 휴면하는 10월 이후 개화 전(3월)까지는 비료를 주지 않고, 꽃이 피기 시작할 때부터 가을까지 산성 비료를 월 1회 준다. ●번식시키기늦은 봄부터 여름까지 새로 나온 가지의 줄기를 잘라 꽂는다 ●특별관리18℃ 정도의 따뜻한 곳에 두면 5~6월에 꽃이 더 잘 핀다. 9월~12월 5~10℃ 정도의 서늘한 곳에 두고 20℃ 정도의 실내공간으로 옮기면 1~2개월후 꽃이 핀다.-빛과 위치 : 직사광은 피한다.-물주기 : 꽃이 필때는 흙이 마르면 물을 바로 주고 휴면기엔 흙이 완전히 마른 다음에 준다.-최적온도 : 최적온도는 15~20℃ 이고, 최저온도는 5℃ 이상 유지한다.-비료주기 : 꽃이 피어있을 때 월 1~2회 액비를 주고 월 1회 고체비료를 준다.[출처]공기정화식물키우기/웰빙플러스"
스킨답서스,공기정화식물,"●Scindapsus 토란과  가죽처럼 느껴지는 반들거리는 잎을 지닌 관엽식물로 녹색과 크림색 무늬가 있는 타원형의 잎은 커감에 따라 하트 모양으로 변한다. 덩굴성 식물이기 때문에 버팀대를 세워주면 180cm까지도 자란다. 분에서 기르는 것 외에도 공중에 매달거나 벽걸이용 화분에 심어많이 즐긴다. 싱고니움과 더불어 토란과 식물로서 물가꾸기에도 이용된다. -광택나는 잎에 녹색과 크림색 무늬가 있다. ●공기정화효과  일산화탄소와 이산화황, 이산화질소 및 탄화수소 가스 등을 제거하고 음식 냄새를 없애주는 공기정화 식물이다. ●물·비료주기  스킨답서스는 강한 직사광선을 몹시 싫어한다. 또 지나치게 햇볕이 안 드는 실내에 두어도 좋지 않다. 부드러운 광선(반음지)이 닿는 곳에 놓고 15~21℃의 온도를 유지해 준다. 18℃ 정도의 온도가 스킨답서스의 생장에 가장 이상적이나 겨울에는 10℃ 정도만 유지해 주어도 된다. -유리그릇의 바닥에 물이 썩지 않게 제오라이트(Zeolite)를 깔고 스킨답서스의 줄기를 꽂은 다음 하루 묵은 물을 그릇의 1/3까지 붓는다. ●바람직한 환경  다소 습한 흙에서 잘 자라나, 많은 물은 좋지 않다. 생장기인 여름에는 물을 충분히 주고 겨울에는 양을 줄인다. 5~9월에는 한 달에 한 번 액비를 주어 양분을 공급한다. -밭흙:모래:부엽토 = 1:2:1 ●분갈이  이른 봄에는 가지를 손질해 준다. 자라는 속도가 빠르므로 2년에 한 번씩은 분갈이를 하는데 3월이 적기이다. 좋은 흙으로 갈고 분도 1호 정도 더 큰 것으로 바꾼다. 이때 꺾꽂이로 번식을 시켜도 좋다.  -빛과 위치 : 봄~가을까지는 한 달에 일주일 정도 햇볕을 쬐어 준다. 단, 직사광선을 피한다. -물주기 : 여름에는 물을 충분히 주고 겨울에는 양을 줄인다. -최적온도 : 최적온도는 18℃. 겨울에도 10℃ 이상 유지해 준다. -비료주기 : 월 한 번씩 액비를 준다. -계절별 돌보기 : 흰무늬가 들어있는 품종은 강한 햇볕을 피한다. 물을 주는 시기는 1년 내내, 비료는 5월~9월. [출처]공기정화식물키우기/웰빙플러스"
아이비(헤데라),공기정화식물,"●특성-두릅나무과(Araliacaeae) | 학명 Hedera helix | 영명 English ivy | 원산지 아시아, 유럽, 북아프리카헤데라는 아이비의 전통적 이름이며, 일반적으로‘English ivy’라고 부른다. 지금까지 수많은 변종이 육성되어서 잎 모양과 색이 다양한 아이비를 볼 수 있다. 아이비는 기르기가 쉽고 실내환경에 쉽게 적응한다. 그러나 일반적으로 고온에서는 잘 적응하지 못한다. 아이비는 전형적으로 3~5개 정도의 돌출된 각을 이루는 덩굴성이기 때문에 다양한 표면에 부착될 수 있는 기근(aerial root)을 가지고 있다. 또한 어린잎과 다자란잎의 형태가 서로 다르며, 성엽이 더 둥그스름하고 길다. 한편 ‘Algerian ivy’(H. canariensis)라는 종도 상업적으로 많이 재배된다. ●실내 디자인내한성이 좋기 때문에 주로 현관 주위에 놓고 바깥에도 심을 수 있다. 덩굴성을 살려서 지주에 붙여 소담하게 만드는 것도 좋고, 와이어 등으로 조형을 만들어 아치형이나 동물형 등 여러 가지 조형으로 만들어 즐길 수 있다. 중·대형 식물의 기부에 심어 입체감을 준다든지 전체 균형을 이루게 하는 등 보조식물 역할을 한다. 물론 걸어놓고 즐기는 것도 좋다. 그렇지 않은 경우는 아트리움이나 로비의 실내정원에 지피식물로 사용되거나 다른 큰 식물의 분지피용으로 활용되기도 한다. 품종이 매우 많기 때문에 다양한 품종을 함께 사용하여 색다른 이미지를 형성할 수 있다. ●기능성아이비는 실내 기능성이 매우 좋은 식물로 증산량이 많지 않지만 휘발성 유기물질 중에서 특히 벤젠과 포름알데히드 그리고 트리클로로에틸렌(trichloroethylene)를 제거하는 데 효과적이다. 실내를 녹색으로 풍성하게 만드는 식물로 꼭 두어야 할 식물 중 하나다. ●궁금해요질문 _ 덩굴이 자라자 동시에 아래 잎이 떨어져요.대답 _ 수분부족이거나 옮겨심기를 하지 않아 뿌리가 꽉 찼기 때문이다. 수분부족일 때는 덩굴 끝을 자르고 물을 많이 주면 새싹이 나와서 모양이 좋아진다. 덩굴 자르기는 겨울에는 하지 않는 것이 좋다. 3년 이상 옮겨심기를 하지 않았을 때는 겨울이 아니면 바로 옮겨심기를 한다. 이때 길게 자란 덩굴을 반으로 자르고, 묵은 배양토의 3분의 2는 버리고 새 배양토를 넣어 심는다. [출처]실내식물이 사람을 살린다/중앙생활사"
아레카야자,공기정화식물,"●Areca Palm 야자과  노란 빛이 도는 줄기때문에 ‘황야자’라고 부르기도 하며, 생육이 빠르고 덤불처럼 자라는 야자식물이다. 깃털 같은 40~60개의 작은 잎이 마주나며 이러한 잎들은 아세톤, 벤젠, 포름알데히드 같은 실내 공기오염 물질을 제거하는 능력이 뛰어나다.  ●공기정화효과  실내의 담배연기, 휘발성 유기 화합물 등을 흡수하는데 탁월하며 염분을 특정한 잎에 저장할 수 있는 특별한 능력이 있다. 실내 환경에 대한 적응력이 높고 실내가 건조하면 수분을 공기 속에 내뿜는 습도조절능력 또한 뛰어나서 실내공기정화식물로 대표적이다. ●바람직한 환경  18~24℃의 따뜻한 곳을 좋아하며, 창을 통해 빛이 잘 들어오는 밝은 곳이 좋으나 직사광은 잎을 타게 하므로 피한다. 건조하게 되면병충해가 생기기 쉬우므로 잎에도 분무기로 물을 뿌려 습도를 유지시켜 주는 것이 좋고, 바람이 없는 곳에 둔다. -밭흙:모래:부엽토 = 1:2:1 ●물·비료주기  건조에 약하므로 겉흙이 마르지 않도록 주의하고 물은 5~7일에 1회 정도 흠뻑 준다. 줄기 끝에서 가는 새 잎이 나오는 생장기부터 9월까지는 흙 표면을 만져보아 말라있으면 물을 충분히 주고,10월이 되면 서서히 물을 주는 횟수를 줄인다. 겨울에는 실내가 건조해지므로 흙이 마르면 2~3일 후에 물을 조금만 준다. 수분이 부족하면 잎 끝부터 상하게 되므로 주의한다. 물을 줄 때 분무기를 이용해 잎에 물을 뿌려주면 잎이 더욱 싱그럽게 보이고 병충해도 막을 수 있다. 성장기가 되면 새 순이 잘 나오기 때문에 갈색으로 마른 잎은 잘라준다. 봄부터 가을까지 월 1회 정도 관엽식물용 복합비료를 주고 겨울에는 주지 않는다. ●분갈이  봄에 씨를 뿌려 번식하므로 가정에서는 어려운 편이고, 화분 안에 뿌리가 가득차면 영양부족과 배수불량으로 식물이 쇠약해지기 쉬우므로 2~3년에 한번씩 봄에 분갈이를 해준다. -켄차야자 :가느다란 줄기에서 깃처럼 생긴 큰 짙은 녹색잎이 크게 자라는 생명력 강한 야자식물로 직사광에 둘 경우 잎 끝이 마르는 경향이 있다. 아레카야자에 비해 잎이 넓고 녹색이 진하다.  -빛과 위치 : 직사광선을 피한다. -물주기 : 5~7일에 한 번 흠뻑 준다. -최적온도 : 최적온도는 18~24℃. 겨울에도 10℃ 이상 유지해 준다. -비료주기 : 월 1~2번 정도 고체비료나 액체비료를 준다. [출처]공기정화식물키우기/웰빙플러스"
아디안텀,공기정화식물,"●Adiantum고사리과검보라색의 단단한 잎 꼭지에 밝은 녹색의 작은 잎이 달린, 아름답고 시원한 느낌의 여름용 관엽식물이다. 키는 20~30㎝ 정도로 은행나무를 연상시키는 삼각형의 잎을 달고 있는데 연약한 느낌을 주기도 한다. 고사리과 식물이라 그늘지고 습한 환경을 좋아한다. 아디안텀이란 이름은 물을 뿌리거나 물속에 담가도 물을 튀겨버리는 특성 때문에 붙은 것인데, 그리스어로 ‘젖지않는다’란 뜻의 아디안토스에서 유래된 것이다. ●바람직한 환경공기가 건조하면 잎이 곱슬곱슬한 모습으로 시들어 버린다. 강한 햇볕에도 잎이 시들므로 그늘이나 약한 햇볕이 좋다. 일년 내내 실내에 두어도 무관하나 너무 어두운 곳에 두면 잎이 스러져 버리므로 반투명 유리창이나 레이스커튼이 드리워진 실내에 두는 것이 안전하다. 20~25℃ 정도의 따뜻한 곳을 좋아하며 습한 공기가 통하는 곳이 좋다.-밭흙:모래:부엽토 = 1:2:1●물, 비료주기물을 자주 주거나 분무기로 뿌려준다. 배양토의 표면이 하얗게 마르기 시작하면 물을 흠뻑 준다. 물이 떨어져서 잎이 오그라들기 시작하면 이미 회복하기에는 늦은 시기이므로 평소에 물 관리에 관심을 갖고 사전에 규칙적으로 물을 공급해야 한다. 여름에는 하루에 1~2회 물을 주고 3~10월 동안은 2개월에 1회씩 묽은 액비를 물 대신 준다.-공기가 건조하면 잎이 곱슬곱슬하게 시들어 버리므로 가끔 잎에 분무기로 물을 뿌려 주어 공기습도를 높여 준다. 너무 어두운 곳에 두지 않도록 한다.●포기나누기2년에 한 번 정도 분갈이를 하는데 그때 포기나누기를 해서 번식시킨다. 5~6월이 가장 적절한 시기다. 커진 포기를 분에서 꺼내 포기에 길이로 가위집을 넣어 좌우로 나누어 뗀다. 흙은 조금 털어내고 통기성이 좋은 새 흙이나 수태에 너무 깊지 않게 심는다. 뿌리가 안정되기까지 바람이 없는 그늘에서 기른다.●겨울나기겨울에 아디안텀의 포기가 시드는 것은 물이 많거나 공기 습도가 부족한 탓이다. 따뜻한 실내에서 기르는 것이 이상적이나 난방기구 가까이는 공기가 건조하므로 좋지 못하다. 난방 중에는 분무기로 물을 뿌려주거나 보온, 보습을 위해 비닐케이스 안에 넣어 둔다. 겨울에는 뿌리의 힘이 약해져 있으므로 물은 배양토가 지나치게 마르지 않을 정도로만 주든가 분무를 해주는 것으로 충분하다. 월동 온도는 8℃ 이하로 내려가지 않도록 해준다.●마른 아디안텀 살리기 -베어버린다-한달 가량 계속 물을 준다●즐기는방법부드럽고 산뜻한 느낌의 아디안텀은 현관과, 복도의 구석, 부엌 등 실내의 어디에 두어도 잘 어울린다. 줄기를 자른 아디안텀은 물을 잘 빨아올리지 못하므로 뿌리째 사용하는 경우가 많다. 헤고에 수태를 이용해서 심은 후, 수분 안에 세워두어도 시원한 느낌을 즐길 수 있다. ‘애교 있다’라는 꽃말처럼 잎의 생김이 귀엽고 하늘하늘하여 장식용으로 많이 쓰인다.-빛과 위치 : 햇빛을 피한다.-물주기 :여름에는 하루에 1~2번 규칙적으로 준다.-최적온도 : 최적온도는 20~25℃. 겨울에도 8℃ 이상 유지해 준다.-비료주기 : 2개월에 한 번 묽은 액비를 준다.-계절별 돌보기 : 포기나누기는 4월경이 적당하고, 건조한 곳보다는 다습한 곳이 좋다. 물을 주는 시기는 1년 내내, 비료는 3월~10월.[출처]공기정화식물키우기/웰빙플러스"
아라우카리아,공기정화식물,"●Araucaria아라우카리아과호주의 삼나무라고도 불리우는 상록성 침엽수로서 송곳 모양의 부드러운 바늘과 같은 잎을 가졌고 피라밋과 같은 수형을 이루며 큰가지가 수평으로 자라는 조형미 있는 관엽식물이다.-수형이 균일한 좌우 대칭형으로 모양이 반듯해서 크리스마스 트리로 이용되기도 한다. ●공기정화효과새집 증후군의 주원인 물질인 포름알데히드를 제거하는 능력이 우수하며 증산작용이 활발하여 가습효과를 준다. ●바람직한 환경새집 증후군의 주원인 물질인 포름알데히드를 제거하는 능력이 우수하며 증산작용이 활발하여 가습효과를 준다. 빛을 좋아하는 식물이지만 반그늘에서도 잘 자란다. 장기간 어두운 곳에 두면 모양이 흩어지므로 밝은 곳에서 키우는 것이 좋고 화분을 자주 돌려주어 빛을 고루 받아 식물이 균형 있게 자라게 한다. 15℃ 정도의 서늘한 곳을 좋아하며 비교적 저온과 건조에 강한 식물이다. 휴면기인 겨울철엔 5~10℃ 정도의 빛이 있는 서늘한 곳에 둔다.-밭흙:모래:부엽토 = 1:2:1 ●물, 비료주기4~9월에는 표면의 흙이 마르면 바로 물을 주고 10월 이후에는 표면의 흙이 마른 후 4~5일 지난 후에 준다. 겨울에는 거의 물을 주지 않고 화분 흙을 건조하게 유지하지만 너무 마르면 잎 끝이 마르므로 주의한다. 잎에 자주 분무를 해주는 것이 좋다. 생장기인 3~9월에 1~2회 묽게 희석한 액비를 주는데 빨리 자라는 속성수이므로 많은 양의 비료를 주지 않는다. ●번식시키기주로 봄에 씨앗을 뿌려 번식을 하며 씨앗은 새끼손가락 정도의 크기며 꺾꽂이는 4~5월에 하는데 가장 위의 눈을 이용하고 옆가지를 이용하면 옆으로 자라 모양이 비뚤어지기 쉽다. ●특별관리대체로 건강하게 잘 자라나 생육조건이 나빠지면 형태가 많이 상한다. 전정은 식물에 큰 해를 줄 수 있으므로 피하는 것이 좋고2~3년에1회씩 4~5월에 분갈이를 한다.-빛과 위치 : 직사광이나 간접광에 놓는다.-물주기 : 화분 흙이 마르면 물을 주고 겨울엔 거의 건조하게 유지한다.-최적온도 : 최적온도 15~20℃, 최저 5℃ 이상 유지 해준다.-비료주기 : 3~9월에 1회 정도 액비를 준다. [출처]공기정화식물키우기/웰빙플러스"
아나나스류,공기정화식물,"●Ananas 파인애플과아나나스란 관상용 파인애플을 말하는 것으로 종류가 매우 다양하다. 남북아메리카 및 멕시코에 널리 분포하고 있는 아나나스는 정글의 나무나 바위에 착생해서 살기도 하지만 보통 가정에서는 화분에 아주심기하여 재배하고 있다. -구즈마니아 : 붉은 포엽이 아름답고 실내 공기정화 효과가 있으며 증산물이 높아 실내에 가습효과를 줄 수 있다.-또 다른 종류의 네오레겔리아.●바람직한 환경20~25℃ 정도의 더운 온도에서 잘 자란다. 봄부터 가을까지 생육하고 겨울에는 생육이 더디다. 월동 온도는 5℃ 이상 유지해주면 무리 없이 잘 자란다. 가능하다면 10℃ 정도 유지되는 실내에서 기르도록 한다. 봄부터 가을까지는 시원한 옥외의 나무그늘에 두어 나뭇가지 사이로 햇볕을 받게 하는 것이 좋다. 10월 중순경부터는 햇볕이 잘 드는 실내로 들여 놓되 오랫동안 실내에만 두어 잎의 광택이 없어지고 쓸데없이 길게 웃자라 연약해지지 않도록 주의한다.-밭흙:모래:부엽토 = 1:1:2 ●물주기봄, 가을에는 분 흙이 마르기 전에 주고, 여름에는 매일 준다. 포기 중심에 물을 부어 저수탱크에 넘친 물이 화분 흙을 적시도록 한다. 겨울에는 월 2회 정도로 물을 주는데, 잎 사이나 속까지 준다. 기온이 매우 낮을 때에는 저수탱크에 물이 고여 있지 않도록 비운다. ●비료주기월 1회 깻묵을 흙 위에 놓아주거나 월 1~2회 하이포넥스 희석액을 준다. 잎 표면에 양분을 흡수할 수 있는 기관이 있으므로 하이포넥스 희석액은 저수탱크에 부어주도록 한다. 초여름부터 초가을 사이에는 깻묵가루를 두세 군데에 한줌씩 웃거름으로 준다. ●꽃 피우기한 번 꽃이 핀 아나나스 포기에서는 다시 꽃이 피지 않는다. 새로 꽃을 보려면 이미 꽃이 피었던 묵은 포기의 뿌리 언저리에서 나온 어린 포기를 길러야 한다. 포기나누기를 한 포기도 꽃이 피려면 어느 정도 잎이나야 되는데, 일반적으로 1년 내지 1년 반 후에 꽃이 핀다. 아나나스는 본래의 꽃 피는 시기 이외에도 인공적으로 꽃을 피울 수 있는데, 커다란 비닐봉지와 사과 1개를 준비해서 봉지 안에 아나나스 포기와 사과 1개를 넣고 밀봉한다. 하루에 한 번 정도 공기를 갈아주면서 1주일을 지낸 후에 봉지에서 꺼내 기르면 2~3개월 후 예쁜 색상의 꽃이 핀다. 이때 사과를 이용하는 것은 과일이 호흡작용을 할 때 배출하는 에틸렌이라는 물질이 꽃눈 분화를 촉진하기 때문이다. 그러므로 요즘은 에틸렌을 발생하는 카바이트를 이용해서 인공적으로 꽃눈 분화를 유도하는 방법도 있다.-아나나스는 잎과 잎이 겹쳐 있고 포기의 중심이 통 모양으로 생겨서 그 안에 통이 고이도록 되어 있다.-착생이 잘되는 아나나스의 뿌리를 이끼로 감싸 고목에 붙이면 볼륨있고 이색적인 나무가 된다. ●포기 나누기기온이 높아지면 5~7월이 포기나누기의 적기이다. 파인애플이나 틸란드시아는 10~15장, 에크메아는 5~6장, 그 외의 아나나스류는 7~8장의 잎을 모아 수태로 감싼 다음, 3~4호분에 수태나 경석을 함께 넣어 심는다. ●아나나스의 각 부분 명칭 ●즐기는 방법-아나나스의 종류①애크메아(Aechmea) 잎의 모양과 새겨진 얼룩이 독특하며 노랑, 분홍, 산호색의 호화로운 꽃이 오래도록 피는것이 장점이다.②네오레겔리아(Neoregelia) 얼룩이 있는 잎의 색과 모양이 특징이며 특히 포기 중심의 빨간 물을 들인 듯한 색상이 곱다. 튼튼하고 추위에 강하며 번식력이 강하다.③틸란드시아(Tillandsia) 가는 잎이 수십 장 나오고 가운데서 뻗어 나온 주걱 모양의 분홍꽃 이삭에서 귀여운 푸른 보라색 꽃이 핀다. 화분에 심어 벽을 장식하거나 공중에 매달면 좋다.④브리에시아(Vriesea) 중남미 및 브라질 원산의 아나나스. 녹색 잎 사이에서 길게 돋아난 새빨간 화포가 아름다운 중형종(中形種)이다.⑤크립탄더스(Cryptanthus) 소형종(小型種)이어서 케라리움이나 모듬심기에 적합하다. 추위나 건조, 그늘에 강하며 옆으로 퍼져 기어가는 성질을 가지고 있다.⑥구즈마니아(Guzmania) 부드러운 녹색의 잎과 포기 중앙에서 나오는 아름다운 화포와 꽃을 지닌 소형종 아나나스이다.이외에도 빌베르기아(Billbergia), 니듈라리움(Nidularium),파인애플(Pineapple) 등 다양한 품종이 있다.-빛과 위치 : 직사광선을 피한다.-물주기 : 봄, 가을에는 분흙이 마르기 전에, 여름에는 매일, 겨울에는 월 2번 정도 준다.-최적온도 : 봄, 가을에는 분흙이 마르기 전에, 여름에는 매일, 겨울에는 월 2번 정도 준다.-비료주기 : 월 한 번 고체비료를 주고 월 1~2회 액비를 준다.-계절별 돌보기 : 밑동에서 새로운 포기가 4~5개 나올 때 포기나누기를 한다. 시기는 5~9월경이 좋다. 물을 주는 시기는 1년 내내, 비료는 3월~10월.[출처]공기정화식물키우기/웰빙플러스"
